/Users/ggarcia/Library/Python/3.9/lib/python/site-packages/urllib3/__init__.py:35: NotOpenSSLWarning: urllib3 v2 only supports OpenSSL 1.1.1+, currently the 'ssl' module is compiled with 'LibreSSL 2.8.3'. See: https://github.com/urllib3/urllib3/issues/3020
  warnings.warn(
Loading environment variables from .env file in $HOME/.sfdc...
Connected to Salesforce successfully!
Start Date: 2024-09-16
End Date: 2024-09-30
Current Quarter: Q3
SOQL Query: 
    SELECT Name, Amount, CloseDate, ForecastCategoryName, Owner_Area__c, Distributor__c, StageName, IsClosed
    FROM Opportunity
    WHERE CloseDate >= 2024-09-16 
    AND CloseDate <= 2024-09-30
    AND IsClosed = False
    AND Owner_Area__c LIKE '%SOLA%'
    ORDER BY CloseDate ASC
    
Total records retrieved: 849
Distributor: a0N3400000LcbcZEAR, Opportunity: Q3-FY24-RNW-BOLSA-W38 SEPTIEMBRE 16, CloseDate: 2024-09-16, Area: SOLA - Colombia, Amount: 1595.0
Distributor: a0N3400000LcbcUEAR, Opportunity: ENT-PARTNER-DANEC-FortiPAM, CloseDate: 2024-09-26, Area: SOLA - Ecuador, Amount: 7776.0
Distributor: a0N3400000TSnE0EAL, Opportunity: Roca Argentina-Quick-SW-FG, CloseDate: 2024-09-26, Area: SOLA - Argentina, Amount: 5237.11
Distributor: a0N3400000TSoY9EAL, Opportunity: BN - Seguridad Zonas Rurales, CloseDate: 2024-09-26, Area: SOLA - Peru, Amount: 61374.48
Distributor: a0N3400000Tx4YxEAJ, Opportunity: NUBE-SUPERFINANCIERA, CloseDate: 2024-09-26, Area: SOLA - Colombia, Amount: 119611.36
Distributor: a0N800000067B0yEAE, Opportunity: CALSA - Transition to Fortinet's Cloud (Standard), CloseDate: 2024-09-26, Area: SOLA - Argentina, Amount: 130650.0
Distributor: a0N3400000TSnE0EAL, Opportunity: Carpes All SA-Quick Informatica-FG, CloseDate: 2024-09-26, Area: SOLA - Argentina, Amount: 9084.4
Distributor: a0N3400000TSoUvEAL, Opportunity: PG // Q2-2024-Renewal Rentas de neuquen FAZ (TASA Tenant), CloseDate: 2024-09-26, Area: SOLA - Argentina, Amount: 759.39
Distributor: a0N30000000WGdSEAW, Opportunity: Aguas y Saneamientos Mendoza SA-MENDOTEC -FW  Perimetro, CloseDate: 2024-09-26, Area: SOLA - Argentina, Amount: 59547.0
Distributor: a0N3400000LcbcjEAB, Opportunity: ACC_CC_CL_RedSalud_Switches remplazo Aruba y Cisco ILC, CloseDate: 2024-09-26, Area: SOLA - Chile, Amount: 17154.2
Distributor: a0N3400000Psy93EAB, Opportunity: IFX-SDWAN MITSUBISHI ELECTRIC DE COLOMBIA LIMITADA-, CloseDate: 2024-09-26, Area: SOLA - Colombia, Amount: 24029.04
Distributor: a0N2H000007lgX7UAI, Opportunity: COL- IT&Security- INCOLMOTOS YAMAHA- FNAC, CloseDate: 2024-09-26, Area: SOLA - Colombia, Amount: 14175.86
Distributor: a0N3400000TSnEAEA1, Opportunity: SP - Otecel / Advance Support, CloseDate: 2024-09-26, Area: SOLA - Ecuador, Amount: 84960.0
Distributor: a0N3400000Psy93EAB, Opportunity: ?Netmask-HACEB-OT, CloseDate: 2024-09-26, Area: SOLA - Colombia, Amount: 20558.42
Distributor: a0N3400000TSoY4EAL, Opportunity: SERVIENTREGA - NG-SOC, CloseDate: 2024-09-26, Area: SOLA - Colombia, Amount: 28207.74
Distributor: a0N800000069gpPEAQ, Opportunity: SP - Cedia / ULEAM / FS, CloseDate: 2024-09-26, Area: SOLA - Ecuador, Amount: 16462.1
Distributor: a0N3400000TSoUvEAL, Opportunity: YACIMIENTOS PETROLÍFEROS FISCALES BOLIVIANOS (YPFB)-Fortiweb, CloseDate: 2024-09-26, Area: SOLA - BPUV, Amount: 77260.0
Distributor: a0N30000000WGdSEAW, Opportunity: Telecom - El Carmen SA- FG100F HA, CloseDate: 2024-09-26, Area: SOLA - Argentina, Amount: 4395.6
Distributor: a0N3400000TSnDvEAL, Opportunity: Masisa_TBD_TBD_SDWAN, CloseDate: 2024-09-26, Area: SOLA - Chile, Amount: 18106.12
Distributor: a0N3400000LcbcZEAR, Opportunity: DDXLA - CO/NEC - Liberty - LN - Firewall para CSC, CloseDate: 2024-09-26, Area: SOLA - Colombia, Amount: 18956.7
Distributor: a0N3400000TSnEAEA1, Opportunity: ENT / LICENCIAS OT / VILASECA / CIRION, CloseDate: 2024-09-26, Area: SOLA - Ecuador, Amount: 8654.4
Distributor: a0N3400000Psy93EAB, Opportunity: RENEWAL-SYAC-FORTIWEB-GAMMA, CloseDate: 2024-09-26, Area: SOLA - Colombia, Amount: 3372.44
Distributor: a0N3400000TSnE0EAL, Opportunity: (stock y compra)TUX - VASSER S.A.- PROMO HA FG100, CloseDate: 2024-09-26, Area: SOLA - Argentina, Amount: 5188.5
Distributor: a0N3400000LcbhyEAB, Opportunity: Atacama Minerals- Switches 1/5 - Tecnotech- Dacas, CloseDate: 2024-09-26, Area: SOLA - Chile, Amount: 3846.11
Distributor: a0N3400000LcbcZEAR, Opportunity: Dialnet Stock Q4, CloseDate: 2024-09-26, Area: SOLA - Colombia, Amount: 20000.0
Distributor: a0N3400000LcbcjEAB, Opportunity: KAUFMANN - FS Crecimiento vegetativo, CloseDate: 2024-09-26, Area: SOLA - Chile, Amount: 4287.38
Distributor: a0N3400000TSoUvEAL, Opportunity: BOL-OST-VIAS BOL INFRA, CloseDate: 2024-09-26, Area: SOLA - BPUV, Amount: 21874.08
Distributor: a0N3400000LcbcZEAR, Opportunity: EMERGIA - NSIT - SABANETA, CloseDate: 2024-09-26, Area: SOLA - Colombia, Amount: 18963.3
Distributor: a0N30000000WGdSEAW, Opportunity: CAMUZZI - Consulting Services - Wifi Refresh & 2FA, CloseDate: 2024-09-26, Area: SOLA - Argentina, Amount: 20626.65
Distributor: a0N30000000WGdSEAW, Opportunity: Teco - BlueMail - Client, CloseDate: 2024-09-26, Area: SOLA - Argentina, Amount: 374.4
Distributor: a0N3400000TSnEAEA1, Opportunity: Ec_Itlligen_Itlligen_Servicios FSiem, CloseDate: 2024-09-26, Area: SOLA - Ecuador, Amount: 8953.77
Distributor: a0N3400000TSnEAEA1, Opportunity: Tecnsa - ACESCO ECUADOR S.A. - Fswitch, CloseDate: 2024-09-26, Area: SOLA - Ecuador, Amount: 2322.75
Distributor: a0N3400000LcbhyEAB, Opportunity: Q4-FY24-RNW-Aguas Antofagasta (Named), CloseDate: 2024-09-26, Area: SOLA - Chile, Amount: 16199.5
Distributor: a0N3400000TSoUvEAL, Opportunity: UY_DGI_AccesoRemoto v2, CloseDate: 2024-09-26, Area: SOLA - BPUV, Amount: 67107.41
Distributor: a0N30000000WGdSEAW, Opportunity: PY-TIGO Paraguay- FG-100F - DACAS - STOCK, CloseDate: 2024-09-26, Area: SOLA - BPUV, Amount: 28350.0
Distributor: a0N3400000LcbcjEAB, Opportunity: Intersystems Chile-SDWAN-SyA, CloseDate: 2024-09-26, Area: SOLA - Chile, Amount: 100550.85
Distributor: a0N3400000Psy93EAB, Opportunity: Refresh FG 400 + Adicionales, CloseDate: 2024-09-26, Area: SOLA - Colombia, Amount: 24349.08
Distributor: a0N800000067B0yEAE, Opportunity: Tigo Bolivia-FWDC Cochabamba, CloseDate: 2024-09-26, Area: SOLA - BPUV, Amount: 130274.09
Distributor: a0N3400000Psy93EAB, Opportunity: INFOTEP-SDBRANCH, CloseDate: 2024-09-26, Area: SOLA - Colombia, Amount: 18342.0
Distributor: a0N2H00000WMYUgUAP, Opportunity: CALSA - Transition to Fortinet's Cloud (Private Offer), CloseDate: 2024-09-26, Area: SOLA - Argentina, Amount: 122220.97
Distributor: a0N3400000TSoY9EAL, Opportunity: FONAFE - Upsell SIEM Agents - Kyndryl, CloseDate: 2024-09-26, Area: SOLA - Peru, Amount: 2515.8
Distributor: a0N8000000Ajer4EAB, Opportunity: SBN_Techsi_ZTNA, CloseDate: 2024-09-26, Area: SOLA - Peru, Amount: 5301.36
Distributor: a0N3400000TSnDvEAL, Opportunity: Banco de Chile - SDWAN OCI Valparaiso, CloseDate: 2024-09-26, Area: SOLA - Chile, Amount: 80421.0
Distributor: a0N3400000LcbcUEAR, Opportunity: ENT-SONGA-TELCONET-FORTINAC-05082024, CloseDate: 2024-09-26, Area: SOLA - Ecuador, Amount: 17400.96
Distributor: a0N3400000LcbcZEAR, Opportunity: Instituto de movilidad - Gintelco, CloseDate: 2024-09-26, Area: SOLA - Colombia, Amount: 15467.76
Distributor: a0N3400000LcbcUEAR, Opportunity: ORION Security Latam - Cooperativa de Ahorro y Crédito Cotocollao - EDR, CloseDate: 2024-09-26, Area: SOLA - Ecuador, Amount: 8346.24
Distributor: a0N3400000Psy93EAB, Opportunity: FortiAP's sede Admin, CloseDate: 2024-09-26, Area: SOLA - Colombia, Amount: 9057.51
Distributor: a0N3400000LcbcZEAR, Opportunity: MC-EMSA-ELECTRIFICADORA DEL META SA ESP-Aprobado en segunda instancia, CloseDate: 2024-09-26, Area: SOLA - Colombia, Amount: 3049.2
Distributor: a0N3400000TSoUvEAL, Opportunity: BTU SA-Dot 4-SW (RISK), CloseDate: 2024-09-26, Area: SOLA - Argentina, Amount: 15844.32
Distributor: a0N3400000Psy93EAB, Opportunity: ztna, CloseDate: 2024-09-26, Area: SOLA - Colombia, Amount: 9363.6
Distributor: a0N3400000Psy93EAB, Opportunity: IFX- Reemplazo UTM Sophos, CloseDate: 2024-09-26, Area: SOLA - Colombia, Amount: 249466.7
Distributor: a0N3400000LcbhyEAB, Opportunity: ACC_CC_CL_KGHM Sierra Gorda-HA Fortiauth, CloseDate: 2024-09-26, Area: SOLA - Chile, Amount: 20073.01
Distributor: a0N30000000WGdSEAW, Opportunity: EMPRESA DISTRIBUIDORA DE ELECTRICIDAD DE MENDOZA S.A.--TEA - Additional SD WAN (last purchase FG200F), CloseDate: 2024-09-26, Area: SOLA - Argentina, Amount: 8275.2
Distributor: a0N30000000WGdSEAW, Opportunity: BANCO DE LA PAMPA-TELEFONICA-FW REFRESH, CloseDate: 2024-09-26, Area: SOLA - Argentina, Amount: 14102.0
Distributor: a0N30000000WGdSEAW, Opportunity: BANCO DE LA PAMPA-TELEFONICA- REFRESH FG400F, CloseDate: 2024-09-26, Area: SOLA - Argentina, Amount: 15464.72
Distributor: a0N3400000TSoUvEAL, Opportunity: Grupo Petersen - TechWise - Branch Switches, CloseDate: 2024-09-26, Area: SOLA - Argentina, Amount: 486608.8
Distributor: a0N3400000TSnDvEAL, Opportunity: Renovacion 1101E Min Rel Exteriores, CloseDate: 2024-09-26, Area: SOLA - Chile, Amount: 42246.64
Distributor: a0N30000000WGdSEAW, Opportunity: PY-TIGO Paraguay- FG Tigo Sports- Dacas, CloseDate: 2024-09-26, Area: SOLA - BPUV, Amount: 16949.16
Distributor: a0N3400000Tx4Z2EAJ, Opportunity: ALMAGRARIO CLOUD Y LAN SEGURA, CloseDate: 2024-09-26, Area: SOLA - Colombia, Amount: 50703.99
Distributor: a0N3400000TSoUvEAL, Opportunity: CSJN DAJUDECO/Systemcorp/ FW 200F, CloseDate: 2024-09-26, Area: SOLA - Argentina, Amount: 21150.74
Distributor: a0N3400000LcbcZEAR, Opportunity: Q4-2024-Renewal-EVERTEC - PROCESA S.A.S. (Named/C/AMR), CloseDate: 2024-09-26, Area: SOLA - Colombia, Amount: 28291.64
Distributor: a0N3400000Tx4Z2EAJ, Opportunity: Gire - CLoud Protection E/W & SDWAN - Private Offer, CloseDate: 2024-09-26, Area: SOLA - Argentina, Amount: 14184.59
Distributor: a0N3400000TSnEAEA1, Opportunity: SP - Otecel / Fortimail MSSP, CloseDate: 2024-09-26, Area: SOLA - Ecuador, Amount: 2501.15
Distributor: a0N3400000TSoUvEAL, Opportunity: Petroquímica Comodoro Rivadavia S.A. (PCR)- Cisco switches replacement, CloseDate: 2024-09-26, Area: SOLA - Argentina, Amount: 18030.74
Distributor: a0N3400000Psy93EAB, Opportunity: COL- OpenGroup- BRM SAS-, CloseDate: 2024-09-26, Area: SOLA - Colombia, Amount: 5985.0
Distributor: a0N3400000LcbcZEAR, Opportunity: SD-WAN/Sercofun/Liberty, CloseDate: 2024-09-26, Area: SOLA - Colombia, Amount: 10431.5
Distributor: a0N30000000WGdSEAW, Opportunity: Banco de Chubut-TEA-FMG, CloseDate: 2024-09-26, Area: SOLA - Argentina, Amount: 1928.55
Distributor: a0N3400000TSoUvEAL, Opportunity: BOL-BLUENET-BDP FMG & FWB, CloseDate: 2024-09-26, Area: SOLA - BPUV, Amount: 29489.35
Distributor: a0N3400000LcbcUEAR, Opportunity: Ufinet / MSSP / FG-400F, CloseDate: 2024-09-26, Area: SOLA - Ecuador, Amount: 11725.3
Distributor: a0N3400000LcbcZEAR, Opportunity: Liberty-Medipiel-Fortigate, CloseDate: 2024-09-26, Area: SOLA - Colombia, Amount: 20790.0
Distributor: a0N800000069gpPEAQ, Opportunity: Radical - Dinardap - FG Sd branch, CloseDate: 2024-09-26, Area: SOLA - Ecuador, Amount: 58251.99
Distributor: a0N30000000WGdSEAW, Opportunity: Teco - Gobierno de la Provincia de Cordoba - Lic p/Eq Centros Medicos, CloseDate: 2024-09-26, Area: SOLA - Argentina, Amount: 165551.4
Distributor: a0N3400000TSnE0EAL, Opportunity: Taikki Sa- Xpears - Fortimail, CloseDate: 2024-09-26, Area: SOLA - Argentina, Amount: 3887.49
Distributor: a0N3400000Psy93EAB, Opportunity: Q3-FY24-Renewal-ARME SA (Named/C/BRM), CloseDate: 2024-09-26, Area: SOLA - Colombia, Amount: 1856.21
Distributor: a0N800000069gpPEAQ, Opportunity: Q3-FY24-Renewal-Banco CMF SA-CM, CloseDate: 2024-09-26, Area: SOLA - Argentina, Amount: 4881.01
Distributor: a0N3400000LcbcjEAB, Opportunity: Bupa_SD-WAN sucursales_Claro, CloseDate: 2024-09-26, Area: SOLA - Chile, Amount: 120275.77
Distributor: a0N800000067B0yEAE, Opportunity: Sencinet-Nutresa Centro America+ - SDWAN 1ra instancia, CloseDate: 2024-09-26, Area: SOLA - Colombia, Amount: 23781.65
Distributor: a0N2H000007lgX7UAI, Opportunity: COL- Redsis- CLINICA LA CONCEPCION S.A.S-FG, CloseDate: 2024-09-26, Area: SOLA - Colombia, Amount: 14011.88
Distributor: a0N3400000TSoY4EAL, Opportunity: COEM/SIMPLE/Refresh FortiClient, CloseDate: 2024-09-26, Area: SOLA - Colombia, Amount: 6955.2
Distributor: a0N3400000TSnDvEAL, Opportunity: Q4 FY24 RNWL WOM 2024, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 209310.45
Distributor: a0N3400000LcbcZEAR, Opportunity: Q3-2024-Renewal-Indumil - (Gov-DR) Named Account, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 18900.0
Distributor: a0N3400000Psy93EAB, Opportunity: Q3-2024-Renewal-Telefonica, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 8000.0
Distributor: a0N3400000LcbcjEAB, Opportunity: ClaroVTR_Belsport_YNK_SASE_Fase1_HQ, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 20979.0
Distributor: a0N3400000LcbcjEAB, Opportunity: UMCE-Firewall, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 60194.64
Distributor: a0N3400000TSnDvEAL, Opportunity: TCCT_FRUSAN_FMAIL_EDR, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 15905.0
Distributor: a0N30000000WGdSEAW, Opportunity: LOCAL - SANATORIO ALLENDE - GG - SERV PROF + TAM, CloseDate: 2024-09-27, Area: SOLA - Argentina, Amount: 95495.0
Distributor: a0N3400000LcbcjEAB, Opportunity: GTD-EMIN, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 28320.6
Distributor: a0N800000069gpPEAQ, Opportunity: ENT - UTI -TELCONET - AP _ SW UIO, CloseDate: 2024-09-27, Area: SOLA - Ecuador, Amount: 13037.0
Distributor: a0N3400000LcbcjEAB, Opportunity: ENTEL - CAEP, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 33014.54
Distributor: a0N3400000LcbcjEAB, Opportunity: FTC - EA ADV-FTB-Q2FY23, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 315840.0
Distributor: a0N3400000LcbcUEAR, Opportunity: V&Pgroup_DIRECCION GENERAL DE AVIACION CIVIL-FG Refresh, CloseDate: 2024-09-27, Area: SOLA - Ecuador, Amount: 16458.17
Distributor: a0N3400000LcbcZEAR, Opportunity: CLARO-ECOPETROL - LAN ICP, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 800194.61
Distributor: a0N3400000TSnDvEAL, Opportunity: ENTEL - MSSP BIONET, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 17683.02
Distributor: a0N3400000LcbcjEAB, Opportunity: TCCT_Municipalidad de Limache_ SDBRANCH, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 15456.64
Distributor: a0N3400000LcbcjEAB, Opportunity: ClaroVTR_INXAP_CLOUD_Recon, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 25917.5
Distributor: a0N30000000WGdSEAW, Opportunity: LOCAL - MUNICIPALIDAD DE ITUZAINGO- ZNET - FG - FASE 1, CloseDate: 2024-09-27, Area: SOLA - Argentina, Amount: 17282.83
Distributor: a0N800000069gpPEAQ, Opportunity: SP Telconet | Security M.A. | COBIS TOPAZ | ZTNA o EPP/APT, CloseDate: 2024-09-27, Area: SOLA - Ecuador, Amount: 7202.88
Distributor: a0N2H00000VO1GsUAL, Opportunity: BBV FS Only_Adistec_BNet, CloseDate: 2024-09-27, Area: SOLA - BPUV, Amount: 1321.6
Distributor: a0N3400000TSnDvEAL, Opportunity: TCCT_Funeraria Hogar de Cristo_SDWAN, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 12541.85
Distributor: a0N3400000LcbceEAB, Opportunity: ACC_CC_PE - Win Empresas - Financiera Qapaq - FG + FAZ, CloseDate: 2024-09-27, Area: SOLA - Peru, Amount: 10736.0
Distributor: a0N800000067B0yEAE, Opportunity: PY _ TEISA _ Fecoprod _ FS&FAP, CloseDate: 2024-09-27, Area: SOLA - BPUV, Amount: 11141.98
Distributor: a0N3400000LcbcZEAR, Opportunity: Claro _ internet seguro  Q3_ adistec, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 111051.2
Distributor: a0N3400000LcbhyEAB, Opportunity: ACC_CC_CL_Colbún SA-Segmentacion IT-OT Fase 2, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 347645.44
Distributor: a0N3400000LcbceEAB, Opportunity: Win Empresas - APM Terminals - FG + FAD + FAZ, CloseDate: 2024-09-27, Area: SOLA - Peru, Amount: 17025.93
Distributor: a0N3400000TSoY4EAL, Opportunity: Camara de comercio de medellin para antioquia-cirion-2 instancia, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 31386.6
Distributor: a0N3400000LcbcjEAB, Opportunity: TCCT_PUERTO OXXAN_SDWAN, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 9747.85
Distributor: a0N3400000TSnEAEA1, Opportunity: Partner/ VILASECA / ZTNA, CloseDate: 2024-09-27, Area: SOLA - Ecuador, Amount: 73108.31
Distributor: a0N3400000LcbhyEAB, Opportunity: Socofar-SD-WAN-Franquiciados, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 18711.2
Distributor: a0N30000000WGdSEAW, Opportunity: Excelcom - MUNICIPALIDAD DE TUCUMAN - Eq Centro Municipal, CloseDate: 2024-09-27, Area: SOLA - Argentina, Amount: 25425.21
Distributor: a0N2H00000WHVkxUAH, Opportunity: Q1-FY24-RNW-PODER JUDICIAL, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 7907.24
Distributor: a0N3400000TSoY9EAL, Opportunity: TDP - SUPARO - FW, CloseDate: 2024-09-27, Area: SOLA - Peru, Amount: 17290.06
Distributor: a0N3400000Psy93EAB, Opportunity: SERVIENTREGA SD BRANCH, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 3604.0
Distributor: a0N3400000LcbcjEAB, Opportunity: TCCT_LABORATORIOS PRATER S.A_SDBRANCH, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 4573.8
Distributor: a0N3400000Psy93EAB, Opportunity: CESA - PROYECTO CORE CIBERSEGURIDAD (GAMMA - STS), CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 33885.94
Distributor: a0N2H00000WHVkxUAH, Opportunity: CFE_ACCSA_FGVM04V, CloseDate: 2024-09-27, Area: SOLA - BPUV, Amount: 7337.88
Distributor: a0N800000069gpPEAQ, Opportunity: NEW_SASE_EC_ENT - KFC / Telconet / Fweb Fase II, CloseDate: 2024-09-27, Area: SOLA - Ecuador, Amount: 6150.0
Distributor: a0N30000000WGdSEAW, Opportunity: LOCAL - SANATORIO ALLENDE - GG - SW UNIFICADO, CloseDate: 2024-09-27, Area: SOLA - Argentina, Amount: 265281.9
Distributor: a0N3400000TSnDvEAL, Opportunity: TCCT_I. Municipalidad de Coquimbo_FAZ, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 8771.76
Distributor: a0N3400000LcbhyEAB, Opportunity: TCCT_COMERCIALIZADORA DE ALIMENTOS CORACHI SPA_SDWAN, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 8843.4
Distributor: a0N8000000Ajer4EAB, Opportunity: Southern - STAT CS OT Infraestructura - Fase 01, CloseDate: 2024-09-27, Area: SOLA - Peru, Amount: 21261.8
Distributor: a0N2H00000WHVkxUAH, Opportunity: ATENTO_Isbel_FG, CloseDate: 2024-09-27, Area: SOLA - BPUV, Amount: 17796.24
Distributor: a0N3400000Psy93EAB, Opportunity: COL- Ecomil- DIRECCION GENERAL DE SANIDAD MILITAR (DIGSA)-, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 8120.0
Distributor: a0N3400000LcbceEAB, Opportunity: ADC CRP, CloseDate: 2024-09-27, Area: SOLA - Peru, Amount: 25540.9
Distributor: a0N3400000TSnDvEAL, Opportunity: Q4-FY24-RNW-Reale Group, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 4269.12
Distributor: a0N3400000TSoUvEAL, Opportunity: LOCAL - CONSULTING - SIEM MSSP - ADDITIONAL DEVICES AGOSTO, CloseDate: 2024-09-27, Area: SOLA - Argentina, Amount: 2604.69
Distributor: a0N3400000LcbcjEAB, Opportunity: ENTEL - CORP QUINTA NORMAL, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 15078.49
Distributor: a0N3400000TSoUvEAL, Opportunity: Q3-FY24-RNWL-Thinksoft Argentina S.A.-CM-ARG2, CloseDate: 2024-09-27, Area: SOLA - Argentina, Amount: 306.5
Distributor: a0N800000067B0yEAE, Opportunity: VE_BIMA_DELTA P_200F, CloseDate: 2024-09-27, Area: SOLA - BPUV, Amount: 8418.24
Distributor: a0N3400000TSoY9EAL, Opportunity: Sell Out - Fiberlux - Magnavoz - NGFW, CloseDate: 2024-09-27, Area: SOLA - Peru, Amount: 462.83
Distributor: a0N3400000TSnDvEAL, Opportunity: Recasur Ltda.-Swicthes, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 8356.24
Distributor: a0N3400000TSoUvEAL, Opportunity: Q3-FY24-RNWL-MAXIMO BAUDUCCO S.A.C.I.F. e I.-CM-ARG2, CloseDate: 2024-09-27, Area: SOLA - Argentina, Amount: 316.23
Distributor: a0N3400000TSoUvEAL, Opportunity: Q3-FY24-RNW-INELECTRA, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 8342.33
Distributor: a0N3400000LcbcjEAB, Opportunity: ClaroVTR_MSSP_Q3_M3_2024, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 37810.2
Distributor: a0N3400000LcbcjEAB, Opportunity: GTD-MSSP, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 4966.0
Distributor: a0N3400000LcbhyEAB, Opportunity: Rio King Chile-Emoney lic 60F y 80F, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 10791.3
Distributor: a0N3400000Psy93EAB, Opportunity: universidad simon bolivar- FGs80F-ARus/Stock Synnex, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 2340.9
Distributor: a0N3400000TSoUvEAL, Opportunity: RB // Q3-FY24-Renewal-RNP - Fweb (90-day), CloseDate: 2024-09-27, Area: SOLA - Argentina, Amount: 11836.81
Distributor: a0N3400000TSoUvEAL, Opportunity: VE_Comuniaciones Migtel_CONTEL_120G, CloseDate: 2024-09-27, Area: SOLA - BPUV, Amount: 6024.0
Distributor: a0N3400000TSoUqEAL, Opportunity: Intendencia Maldonado_Teledata_FAZ, CloseDate: 2024-09-27, Area: SOLA - BPUV, Amount: 9430.55
Distributor: a0N3400000LcbcUEAR, Opportunity: Q4-FY24-RNW-PUCE PONTIFICIA UNIVERSIDAD CATOLICA, CloseDate: 2024-09-27, Area: SOLA - Ecuador, Amount: 10439.63
Distributor: a0N3400000TSoUvEAL, Opportunity: Q3-FY24-RNWL-PHS-CM-ARG2, CloseDate: 2024-09-27, Area: SOLA - Argentina, Amount: 306.5
Distributor: a0N3400000LcbcUEAR, Opportunity: Cirion/Graiman/FAz, CloseDate: 2024-09-27, Area: SOLA - Ecuador, Amount: 9137.25
Distributor: a0N2H00000VO1GxUAL, Opportunity: PY _ SEKIURA _ La Plata _ FG-120G&FAZ&EMS, CloseDate: 2024-09-27, Area: SOLA - BPUV, Amount: 13705.18
Distributor: a0N3400000TSnEAEA1, Opportunity: New_SecNet_EC_Telconet SP | Connectivity | MSSP Licencias, CloseDate: 2024-09-27, Area: SOLA - Ecuador, Amount: 21295.68
Distributor: a0N3400000LcbhyEAB, Opportunity: Muni Padre Hurtado- NLT, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 4334.4
Distributor: a0N3400000TSoUvEAL, Opportunity: Q3-FY24-RNWL-SV&A-CM-ARG2, CloseDate: 2024-09-27, Area: SOLA - Argentina, Amount: 306.5
Distributor: a0N3400000TSoY4EAL, Opportunity: Q4-FY24-Renewal-Winner Group Cirsa FG200F (Named/C/COB), CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 3433.43
Distributor: a0N3400000TSoY4EAL, Opportunity: EA Games- Filtrado Regulatorio - Cirion- Dacas, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 21669.0
Distributor: a0N3400000LcbcZEAR, Opportunity: Crystal UNE Conectores, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 13172.54
Distributor: a0N3400000LcbcUEAR, Opportunity: Q3-FY24-RNW-HUMANITAS - TELCONET, CloseDate: 2024-09-27, Area: SOLA - Ecuador, Amount: 2913.26
Distributor: a0N3400000TSoUqEAL, Opportunity: Gabanel_Conatel_FG-100F, CloseDate: 2024-09-27, Area: SOLA - BPUV, Amount: 2943.0
Distributor: a0N2H000007lgX2UAI, Opportunity: New_SecOps_EC SP Telconet | Security | ZHM Seguros | Token, CloseDate: 2024-09-27, Area: SOLA - Ecuador, Amount: 1880.1
Distributor: None, Opportunity: Q3 TCC-ZTNA-LIBERTY ADISTEC, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 608.4
Distributor: a0N3400000LcbcZEAR, Opportunity: Q3_2024_Cross_Sell_SECRETARIA DISTRITAL DE AMBIENTE, CloseDate: 2024-09-27, Area: SOLA - Colombia, Amount: 45000.0
Distributor: a0N3400000TSoY9EAL, Opportunity: Q3-FY24-RNW-BOLSA-W39, CloseDate: 2024-09-27, Area: SOLA - Peru, Amount: 7596.75
Distributor: a0N3400000TSnDvEAL, Opportunity: IIA - IIA - Compra interna, CloseDate: 2024-09-27, Area: SOLA - Chile, Amount: 5715.14
